,HFUEL,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,HHVEHCNT,URBRUR,HTPPOPDN,PRICE,PLACE,R_AGE_IMP,R_SEX_IMP,EDUC,R_RACE,GT1JBLWK,OCCAT,CARSHARE,TIMETOWK,YEARMILE,VEHAGE
38855,0,2,1.0,2.0,0.0,2.0,0,2,4.0,2.0,24,1,3.0,1.0,0,4.0,0,30.0,34000.0,2.0
38904,0,5,0.0,2.0,0.0,2.0,0,2,2.0,4.0,36,0,5.0,1.0,0,4.0,0,35.0,17000.0,2.0
38928,0,5,1.0,2.0,0.0,1.0,1,6,4.0,4.0,49,0,3.0,1.0,0,4.0,0,60.0,50000.0,3.0
38938,0,3,1.0,4.0,0.0,4.0,1,2,2.0,3.0,39,1,3.0,1.0,0,1.0,0,20.0,25000.0,2.0
38958,0,3,0.0,2.0,0.0,2.0,0,6,2.0,3.0,18,1,2.0,1.0,0,4.0,0,13.0,5000.0,3.0
38969,0,3,1.0,1.0,0.0,2.0,1,2,2.0,3.0,67,0,5.0,1.0,0,4.0,0,25.0,12000.0,2.0
39020,0,3,1.0,1.0,0.0,3.0,1,1,5.0,3.0,30,1,3.0,1.0,0,3.0,0,55.0,39000.0,3.0
39035,0,2,1.0,2.0,0.0,3.0,1,4,1.0,2.0,50,0,1.0,1.0,0,1.0,0,15.0,3000.0,2.0
39071,0,5,0.0,1.0,0.0,1.0,0,6,4.0,5.0,52,1,2.0,1.0,0,1.0,0,15.0,7000.0,1.0
39117,0,4,0.0,4.0,0.0,1.0,1,1,2.0,1.0,36,1,2.0,1.0,0,1.0,0,22.0,20000.0,2.0
39175,0,2,0.0,2.0,0.0,2.0,1,1,3.0,3.0,49,1,4.0,1.0,0,4.0,0,30.0,3000.0,3.0
39177,0,2,1.0,2.0,0.0,1.0,0,1,3.0,3.0,20,1,2.0,1.0,0,1.0,0,20.0,500.0,1.0
39192,0,5,1.0,1.0,0.0,1.0,1,2,1.0,1.0,47,0,5.0,1.0,0,4.0,0,21.0,14000.0,3.0
39235,0,5,1.0,1.0,0.0,1.0,1,1,4.0,3.0,52,0,4.0,1.0,0,2.0,0,10.0,15000.0,3.0
39251,0,4,1.0,2.0,0.0,3.0,1,1,4.0,2.0,44,0,4.0,1.0,0,3.0,0,40.0,1000.0,2.0
39264,0,3,1.0,2.0,0.0,2.0,1,2,1.0,2.0,37,1,3.0,1.0,0,2.0,0,60.0,15000.0,3.0
39305,0,5,0.0,3.0,0.0,3.0,1,6,1.0,2.0,41,1,4.0,1.0,0,4.0,0,75.0,11000.0,1.0
39308,0,4,1.0,2.0,0.0,2.0,1,3,2.0,3.0,45,1,5.0,1.0,0,4.0,0,40.0,12000.0,3.0
39312,0,1,1.0,2.0,0.0,2.0,1,1,4.0,3.0,67,0,2.0,1.0,0,1.0,0,30.0,25000.0,3.0
39332,0,5,1.0,2.0,0.0,2.0,1,6,4.0,4.0,53,0,3.0,1.0,0,4.0,0,18.0,9004.0,2.0
39337,0,5,1.0,2.0,0.0,2.0,1,1,2.0,3.0,56,0,5.0,1.0,0,4.0,0,30.0,15000.0,1.0
39338,0,5,1.0,2.0,0.0,2.0,1,4,2.0,2.0,77,1,5.0,1.0,0,1.0,0,10.0,12000.0,2.0
39364,0,4,1.0,3.0,0.0,4.0,1,8,3.0,2.0,52,1,2.0,1.0,0,1.0,0,15.0,5000.0,1.0
39391,0,3,1.0,2.0,0.0,4.0,1,5,4.0,4.0,66,1,5.0,1.0,0,4.0,0,10.0,18000.0,3.0
39402,0,5,1.0,1.0,0.0,2.0,1,6,2.0,3.0,51,0,4.0,1.0,0,4.0,0,35.0,16500.0,3.0
39403,0,5,1.0,2.0,0.0,2.0,1,6,4.0,4.0,50,1,3.0,2.0,0,4.0,0,25.0,7000.0,2.0
39433,0,5,0.0,1.0,0.0,1.0,1,3,2.0,2.0,26,1,3.0,1.0,0,1.0,0,30.0,10000.0,1.0
39471,0,5,1.0,2.0,0.0,2.0,1,5,2.0,4.0,46,1,3.0,1.0,0,3.0,0,25.0,12000.0,3.0
39498,0,4,1.0,4.0,0.0,2.0,1,6,3.0,4.0,37,0,3.0,1.0,0,4.0,0,120.0,3000.0,3.0
39558,0,5,1.0,2.0,0.0,3.0,1,4,3.0,3.0,27,1,3.0,1.0,0,4.0,0,40.0,12000.0,2.0
39568,0,5,0.0,2.0,0.0,2.0,1,1,2.0,3.0,52,1,3.0,3.0,1,1.0,0,15.0,20000.0,3.0
39569,0,5,1.0,2.0,0.0,3.0,1,6,3.0,3.0,39,0,3.0,3.0,0,1.0,0,15.0,3000.0,1.0
39575,0,5,1.0,5.0,0.0,4.0,1,3,4.0,2.0,43,1,4.0,1.0,0,4.0,0,12.0,15000.0,1.0
39576,0,5,1.0,2.0,0.0,1.0,1,5,3.0,4.0,37,0,5.0,1.0,0,4.0,0,17.0,19000.0,2.0
39579,0,4,1.0,3.0,0.0,2.0,1,3,5.0,3.0,38,1,5.0,1.0,0,4.0,0,20.0,10000.0,1.0
39592,0,5,1.0,2.0,0.0,2.0,1,5,2.0,3.0,29,0,5.0,1.0,0,4.0,0,5.0,12000.0,3.0
39626,0,4,1.0,5.0,0.0,2.0,1,5,4.0,3.0,25,0,4.0,1.0,0,4.0,0,20.0,13000.0,3.0
39645,0,5,1.0,2.0,0.0,2.0,0,1,3.0,4.0,63,0,2.0,1.0,0,2.0,0,20.0,15000.0,2.0
39648,0,5,0.0,3.0,1.0,2.0,1,1,4.0,3.0,30,0,4.0,1.0,0,4.0,0,10.0,8000.0,1.0
39650,0,3,1.0,1.0,0.0,1.0,1,1,3.0,2.0,52,0,2.0,1.0,0,4.0,0,15.0,5000.0,2.0
39716,0,4,1.0,5.0,0.0,2.0,1,7,2.0,3.0,45,1,4.0,1.0,1,4.0,0,15.0,10000.0,3.0
39744,0,2,1.0,2.0,0.0,3.0,1,6,4.0,4.0,25,0,2.0,1.0,0,1.0,0,12.0,9000.0,2.0
39754,0,5,1.0,2.0,0.0,3.0,1,3,2.0,2.0,30,1,4.0,2.0,0,4.0,0,60.0,20000.0,2.0
39804,0,4,1.0,4.0,0.0,4.0,1,1,2.0,2.0,41,1,3.0,1.0,0,4.0,0,40.0,2000.0,2.0
39874,0,5,1.0,2.0,0.0,2.0,1,4,1.0,2.0,55,0,2.0,1.0,0,2.0,0,25.0,18000.0,2.0
39876,0,5,0.0,1.0,0.0,2.0,1,3,2.0,3.0,25,1,3.0,1.0,0,1.0,0,30.0,12000.0,3.0
39903,0,4,1.0,2.0,0.0,3.0,1,3,2.0,4.0,44,1,2.0,1.0,1,2.0,0,15.0,6000.0,3.0
39904,0,4,1.0,4.0,0.0,7.0,1,3,4.0,3.0,32,1,3.0,6.0,1,1.0,0,60.0,15000.0,3.0
40018,0,5,1.0,3.0,0.0,2.0,1,6,3.0,3.0,29,0,4.0,6.0,0,4.0,0,45.0,10000.0,3.0
40044,0,1,1.0,3.0,0.0,5.0,1,5,5.0,5.0,26,1,3.0,1.0,0,1.0,0,30.0,20000.0,3.0
40055,0,4,1.0,2.0,0.0,2.0,1,5,4.0,4.0,50,0,2.0,1.0,0,4.0,0,40.0,48000.0,3.0
40063,0,4,1.0,3.0,1.0,3.0,1,5,3.0,2.0,34,1,5.0,1.0,0,4.0,0,8.0,13000.0,2.0
40091,0,5,1.0,1.0,0.0,1.0,1,5,2.0,2.0,66,0,5.0,1.0,0,4.0,0,0.0,9000.0,3.0
40097,0,5,1.0,1.0,0.0,1.0,1,6,4.0,3.0,47,1,5.0,1.0,0,4.0,0,15.0,5000.0,3.0
40137,0,2,0.0,2.0,0.0,1.0,0,5,5.0,5.0,40,1,2.0,1.0,0,3.0,0,45.0,20000.0,1.0
40143,0,2,1.0,1.0,0.0,1.0,1,5,3.0,3.0,52,1,1.0,1.0,0,3.0,0,10.0,15000.0,2.0
40202,0,2,1.0,2.0,0.0,5.0,0,2,4.0,3.0,76,0,2.0,1.0,0,1.0,0,10.0,6000.0,3.0
40206,0,4,1.0,5.0,0.0,4.0,1,2,3.0,3.0,37,1,2.0,1.0,0,3.0,0,15.0,15000.0,1.0
40314,0,4,0.0,1.0,0.0,0.0,1,4,5.0,1.0,45,1,5.0,1.0,1,1.0,0,20.0,15000.0,2.0
40323,0,1,1.0,2.0,0.0,2.0,0,5,4.0,4.0,50,0,2.0,1.0,0,2.0,0,20.0,15000.0,3.0
40366,0,5,1.0,2.0,0.0,3.0,1,6,3.0,2.0,54,1,5.0,1.0,0,4.0,0,90.0,18000.0,2.0
40372,0,5,0.0,1.0,0.0,0.0,0,1,2.0,4.0,33,1,4.0,1.0,0,4.0,0,60.0,35000.0,1.0
40376,0,5,1.0,2.0,0.0,2.0,1,5,2.0,3.0,57,0,3.0,1.0,0,4.0,0,30.0,20000.0,3.0
40382,0,5,0.0,6.0,1.0,1.0,1,5,4.0,3.0,39,0,4.0,1.0,0,4.0,0,25.0,15000.0,3.0
40395,0,5,1.0,2.0,0.0,3.0,1,4,1.0,3.0,26,0,4.0,1.0,0,4.0,0,40.0,10000.0,1.0
40415,0,2,1.0,2.0,0.0,1.0,1,4,4.0,4.0,68,0,3.0,2.0,0,2.0,0,20.0,6000.0,3.0
40458,0,2,1.0,3.0,1.0,2.0,0,2,3.0,3.0,64,0,3.0,1.0,0,4.0,0,7.0,10000.0,2.0
40493,0,2,1.0,1.0,0.0,2.0,1,2,3.0,4.0,23,0,3.0,1.0,0,1.0,0,11.0,16000.0,1.0
40511,0,5,1.0,3.0,1.0,2.0,0,5,4.0,4.0,48,0,3.0,1.0,1,1.0,0,60.0,50000.0,3.0
40525,0,4,1.0,1.0,0.0,1.0,1,2,3.0,5.0,36,0,3.0,1.0,0,4.0,0,4.0,4000.0,1.0
40562,0,5,1.0,1.0,0.0,1.0,1,4,5.0,4.0,35,1,3.0,3.0,0,1.0,0,60.0,20000.0,3.0
40573,0,3,1.0,2.0,0.0,2.0,0,3,5.0,4.0,27,0,5.0,1.0,0,4.0,0,25.0,1000.0,3.0
40612,0,5,1.0,2.0,0.0,2.0,0,4,4.0,4.0,69,1,5.0,1.0,0,4.0,0,15.0,25000.0,2.0
40741,0,5,1.0,1.0,0.0,2.0,1,5,2.0,3.0,51,0,4.0,1.0,0,2.0,0,10.0,5000.0,3.0
40753,0,3,0.0,1.0,0.0,2.0,1,1,1.0,2.0,19,1,3.0,1.0,0,1.0,0,20.0,10000.0,1.0
40788,0,1,1.0,2.0,0.0,2.0,1,5,5.0,4.0,37,1,1.0,1.0,0,3.0,0,10.0,10000.0,3.0
40798,0,5,0.0,2.0,0.0,2.0,1,5,3.0,4.0,59,0,4.0,1.0,0,4.0,0,20.0,15000.0,3.0
40800,0,5,1.0,3.0,0.0,3.0,1,5,2.0,2.0,43,1,5.0,1.0,0,4.0,0,35.0,18000.0,3.0
40814,0,5,0.0,1.0,0.0,0.0,0,6,3.0,2.0,55,0,5.0,1.0,0,4.0,0,5.0,15000.0,2.0
40816,0,5,1.0,1.0,0.0,1.0,1,5,1.0,1.0,41,0,3.0,1.0,0,2.0,0,30.0,12000.0,3.0
40825,0,2,1.0,1.0,0.0,1.0,1,5,2.0,2.0,31,1,3.0,1.0,0,3.0,0,5.0,30000.0,3.0
40862,0,5,0.0,1.0,0.0,1.0,1,5,2.0,5.0,39,0,2.0,1.0,0,1.0,0,22.0,15000.0,2.0
40881,0,5,1.0,2.0,0.0,1.0,1,5,3.0,3.0,48,1,3.0,1.0,0,4.0,0,10.0,8000.0,2.0
40882,0,5,1.0,2.0,0.0,2.0,1,5,3.0,2.0,42,0,5.0,1.0,0,4.0,0,10.0,9500.0,2.0
40929,0,2,0.0,1.0,0.0,1.0,1,7,3.0,2.0,25,0,2.0,1.0,0,1.0,0,30.0,5000.0,2.0
40985,0,5,0.0,1.0,0.0,1.0,0,1,4.0,2.0,39,1,5.0,1.0,1,4.0,0,20.0,9500.0,3.0
41049,0,4,1.0,1.0,0.0,1.0,0,5,1.0,4.0,63,0,3.0,1.0,0,4.0,0,15.0,8000.0,2.0
41072,0,5,0.0,1.0,0.0,1.0,1,1,3.0,4.0,37,0,5.0,1.0,0,4.0,0,60.0,30000.0,3.0
41080,0,3,1.0,1.0,0.0,1.0,1,4,4.0,4.0,35,1,3.0,1.0,0,4.0,0,5.0,13000.0,1.0
41088,0,4,1.0,2.0,0.0,3.0,1,3,4.0,2.0,52,1,3.0,1.0,0,4.0,1,10.0,22000.0,1.0
41092,0,5,0.0,2.0,0.0,2.0,1,3,5.0,1.0,55,1,4.0,1.0,0,4.0,0,45.0,18000.0,2.0
41108,0,4,1.0,1.0,0.0,2.0,1,1,2.0,2.0,59,1,4.0,1.0,0,3.0,0,45.0,400.0,2.0
41149,0,5,1.0,1.0,0.0,3.0,1,1,2.0,2.0,20,1,3.0,1.0,0,1.0,0,20.0,9000.0,3.0
41242,0,5,1.0,1.0,0.0,1.0,1,6,3.0,3.0,57,0,4.0,1.0,0,4.0,0,30.0,12000.0,1.0
41265,0,4,1.0,2.0,0.0,2.0,1,1,2.0,2.0,54,1,4.0,1.0,0,2.0,0,6.0,3600.0,1.0
41266,0,2,1.0,4.0,0.0,1.0,1,1,2.0,2.0,59,0,2.0,1.0,0,1.0,0,15.0,10000.0,2.0
41269,0,2,1.0,2.0,0.0,4.0,1,2,2.0,2.0,62,1,2.0,1.0,0,1.0,0,25.0,11000.0,2.0
41277,0,5,1.0,2.0,0.0,2.0,1,4,3.0,3.0,49,1,4.0,1.0,1,4.0,0,35.0,10000.0,2.0
41280,0,5,1.0,9.0,0.0,5.0,1,3,1.0,1.0,43,0,5.0,2.0,0,4.0,0,25.0,22000.0,2.0
41306,0,5,1.0,3.0,0.0,2.0,1,1,1.0,2.0,50,1,3.0,1.0,0,3.0,0,10.0,15000.0,2.0
41319,0,5,1.0,1.0,0.0,1.0,1,1,2.0,1.0,57,1,5.0,1.0,0,4.0,0,10.0,27500.0,3.0
41355,1,5,1.0,1.0,0.0,1.0,1,6,3.0,3.0,53,1,3.0,1.0,0,4.0,0,45.0,12000.0,3.0
41390,0,4,1.0,2.0,0.0,1.0,0,6,1.0,1.0,68,1,5.0,1.0,1,4.0,0,1.0,500.0,2.0
41404,0,4,1.0,2.0,0.0,3.0,1,6,1.0,2.0,29,0,3.0,1.0,0,4.0,0,20.0,24000.0,3.0
41411,0,2,1.0,1.0,0.0,5.0,0,2,2.0,3.0,51,1,5.0,1.0,0,4.0,0,10.0,5000.0,3.0
41420,0,3,1.0,4.0,0.0,4.0,1,2,4.0,4.0,60,0,4.0,1.0,0,4.0,0,60.0,15000.0,3.0
41493,0,1,1.0,2.0,0.0,2.0,1,4,2.0,1.0,19,1,2.0,1.0,0,1.0,0,5.0,10000.0,2.0
41502,0,4,1.0,2.0,0.0,2.0,1,2,3.0,2.0,33,1,5.0,3.0,0,4.0,0,20.0,2800.0,2.0
41522,0,5,1.0,2.0,0.0,3.0,0,4,3.0,3.0,62,1,5.0,1.0,0,4.0,0,15.0,10000.0,2.0
41536,0,5,0.0,1.0,0.0,0.0,0,4,2.0,1.0,31,0,4.0,1.0,0,4.0,0,15.0,8000.0,3.0
41579,0,5,0.0,2.0,0.0,2.0,1,8,2.0,4.0,48,1,4.0,2.0,0,4.0,0,15.0,12000.0,2.0
41595,0,5,1.0,3.0,0.0,3.0,1,5,3.0,3.0,59,0,3.0,1.0,0,1.0,0,5.0,7450.0,3.0
41632,0,3,0.0,4.0,0.0,1.0,1,7,3.0,3.0,30,1,3.0,1.0,0,3.0,0,20.0,12000.0,1.0
41701,0,5,1.0,1.0,0.0,1.0,1,7,4.0,3.0,50,0,5.0,1.0,0,2.0,0,30.0,24000.0,3.0
41708,0,5,1.0,2.0,0.0,2.0,1,2,4.0,4.0,63,0,4.0,3.0,0,4.0,0,10.0,600.0,2.0
41714,0,5,0.0,4.0,0.0,1.0,1,1,3.0,3.0,47,1,5.0,1.0,1,4.0,0,12.0,12000.0,1.0
41746,0,5,1.0,2.0,0.0,1.0,1,1,4.0,4.0,50,1,3.0,1.0,0,4.0,0,13.0,8000.0,3.0
41766,0,5,1.0,2.0,0.0,2.0,1,7,5.0,3.0,39,1,4.0,3.0,1,4.0,0,60.0,13000.0,1.0
41777,0,4,1.0,2.0,0.0,2.0,1,1,4.0,4.0,62,1,2.0,1.0,0,3.0,0,25.0,10000.0,2.0
41799,0,5,1.0,2.0,0.0,3.0,1,4,4.0,4.0,59,0,4.0,1.0,0,1.0,0,30.0,12000.0,3.0
41815,0,2,1.0,2.0,0.0,2.0,0,7,4.0,2.0,73,0,3.0,1.0,0,2.0,0,20.0,10000.0,2.0
41821,0,5,0.0,4.0,0.0,2.0,1,5,2.0,1.0,41,0,3.0,1.0,0,4.0,0,22.0,20000.0,2.0
41826,0,3,1.0,2.0,0.0,2.0,1,1,4.0,4.0,19,1,3.0,7.0,0,1.0,0,25.0,10000.0,1.0
41838,0,3,0.0,1.0,0.0,1.0,0,3,2.0,3.0,33,1,4.0,1.0,1,2.0,0,15.0,30000.0,3.0
41844,0,5,1.0,1.0,0.0,1.0,1,3,2.0,2.0,36,0,4.0,1.0,0,2.0,0,10.0,15000.0,1.0
41850,0,4,1.0,2.0,0.0,3.0,1,3,3.0,4.0,58,1,4.0,1.0,0,4.0,0,6.0,12000.0,3.0
41851,0,4,0.0,1.0,0.0,0.0,1,3,2.0,3.0,56,0,3.0,1.0,0,2.0,0,10.0,6000.0,3.0
41858,0,3,1.0,1.0,0.0,2.0,0,1,1.0,2.0,69,1,4.0,1.0,0,3.0,0,30.0,20000.0,3.0
41873,0,2,1.0,2.0,0.0,3.0,1,6,4.0,2.0,46,0,5.0,2.0,0,4.0,0,12.0,18000.0,1.0
41876,0,5,1.0,1.0,0.0,2.0,0,6,1.0,1.0,45,1,3.0,1.0,0,3.0,0,150.0,20000.0,2.0
41882,0,5,1.0,2.0,0.0,4.0,1,6,5.0,5.0,42,1,5.0,3.0,0,4.0,0,45.0,10000.0,2.0
41891,0,5,1.0,3.0,1.0,3.0,1,1,3.0,3.0,30,1,5.0,1.0,0,4.0,0,8.0,9000.0,3.0
41906,0,3,1.0,2.0,0.0,3.0,1,3,3.0,3.0,48,1,5.0,1.0,0,4.0,0,25.0,2000.0,1.0
41913,0,5,0.0,4.0,0.0,3.0,1,4,4.0,4.0,34,1,4.0,1.0,0,4.0,0,30.0,14000.0,3.0
41928,0,2,1.0,2.0,0.0,2.0,1,5,5.0,5.0,28,1,4.0,1.0,0,4.0,0,20.0,12000.0,2.0
41967,0,2,1.0,2.0,0.0,2.0,0,4,3.0,3.0,34,0,4.0,1.0,0,2.0,0,15.0,6000.0,1.0
42006,0,3,1.0,2.0,0.0,1.0,1,3,5.0,5.0,37,1,3.0,1.0,0,4.0,0,20.0,17000.0,3.0
42007,0,2,1.0,2.0,0.0,2.0,1,3,2.0,3.0,41,0,5.0,6.0,0,4.0,0,13.0,15000.0,3.0
42033,0,4,1.0,1.0,0.0,1.0,1,6,3.0,3.0,41,1,4.0,1.0,0,4.0,0,45.0,15000.0,1.0
42039,0,3,1.0,1.0,0.0,3.0,1,5,1.0,1.0,31,1,1.0,1.0,0,3.0,0,25.0,20000.0,1.0
42068,0,2,0.0,1.0,0.0,0.0,0,4,4.0,4.0,57,0,2.0,1.0,0,2.0,0,25.0,15000.0,2.0
42076,0,4,1.0,1.0,0.0,1.0,1,3,2.0,3.0,36,1,4.0,1.0,0,3.0,0,10.0,5000.0,2.0
42081,0,2,0.0,1.0,0.0,1.0,1,4,2.0,2.0,55,0,2.0,1.0,0,2.0,0,30.0,6000.0,2.0
42082,0,2,1.0,4.0,2.0,2.0,1,6,2.0,2.0,63,1,3.0,1.0,0,1.0,0,15.0,2000.0,3.0
42093,0,2,1.0,4.0,0.0,2.0,1,2,2.0,2.0,27,0,4.0,7.0,1,2.0,0,45.0,15000.0,3.0
42111,0,5,1.0,3.0,0.0,5.0,1,5,2.0,3.0,65,0,5.0,1.0,0,4.0,0,11.0,8000.0,3.0
42126,0,2,0.0,4.0,1.0,2.0,1,3,2.0,2.0,28,0,4.0,1.0,0,4.0,0,40.0,30000.0,1.0
42142,0,3,1.0,5.0,1.0,6.0,1,1,3.0,3.0,39,1,3.0,1.0,0,4.0,0,60.0,13000.0,2.0
42145,0,5,1.0,4.0,1.0,3.0,1,6,4.0,4.0,62,1,5.0,1.0,0,4.0,0,50.0,18958.0,2.0
42149,1,2,1.0,2.0,0.0,2.0,1,3,5.0,5.0,61,1,3.0,7.0,1,4.0,0,5.0,12000.0,1.0
42167,0,1,1.0,1.0,0.0,1.0,1,6,4.0,4.0,59,0,4.0,1.0,0,1.0,0,10.0,24000.0,3.0
42207,0,3,0.0,1.0,0.0,1.0,1,2,1.0,1.0,61,0,4.0,1.0,0,4.0,0,50.0,15500.0,3.0
42220,0,3,1.0,1.0,0.0,2.0,1,2,3.0,3.0,51,0,4.0,1.0,0,2.0,0,20.0,10000.0,2.0
42221,0,3,0.0,1.0,0.0,0.0,1,2,3.0,3.0,48,1,3.0,1.0,0,4.0,0,5.0,12000.0,2.0
42241,0,3,1.0,2.0,0.0,2.0,0,2,4.0,3.0,64,1,2.0,1.0,0,1.0,0,10.0,15000.0,3.0
42245,0,3,1.0,1.0,0.0,1.0,1,4,3.0,2.0,51,0,5.0,1.0,0,4.0,0,20.0,12000.0,2.0
42264,0,1,1.0,1.0,0.0,1.0,1,2,3.0,4.0,31,0,5.0,1.0,1,1.0,0,20.0,32000.0,2.0
42288,0,5,0.0,7.0,0.0,1.0,1,1,2.0,3.0,35,0,5.0,1.0,0,4.0,0,20.0,8000.0,3.0
42294,0,4,0.0,1.0,0.0,0.0,1,2,3.0,3.0,58,1,3.0,1.0,0,4.0,0,45.0,24000.0,3.0
42340,0,2,1.0,2.0,0.0,2.0,1,2,3.0,3.0,59,1,2.0,1.0,0,3.0,0,10.0,3000.0,3.0
42373,0,5,1.0,2.0,0.0,2.0,0,3,5.0,5.0,67,1,5.0,1.0,0,4.0,0,15.0,5000.0,2.0
42375,0,5,1.0,3.0,0.0,3.0,1,6,4.0,4.0,28,1,4.0,2.0,0,4.0,0,45.0,20000.0,3.0
42389,0,4,0.0,1.0,0.0,1.0,1,1,3.0,3.0,62,0,3.0,1.0,0,1.0,0,45.0,15000.0,1.0
42420,0,5,0.0,1.0,0.0,1.0,1,5,1.0,1.0,57,0,2.0,1.0,0,4.0,0,5.0,3000.0,2.0
42426,0,3,0.0,1.0,0.0,1.0,1,6,2.0,2.0,40,1,3.0,1.0,0,4.0,0,23.0,10000.0,2.0
42472,0,1,1.0,4.0,0.0,2.0,1,2,5.0,5.0,55,0,2.0,1.0,0,3.0,0,5.0,1500.0,2.0
42507,0,3,1.0,1.0,0.0,1.0,1,4,5.0,3.0,79,0,3.0,1.0,0,2.0,0,20.0,4000.0,3.0
42522,0,2,1.0,1.0,0.0,3.0,1,2,1.0,2.0,35,1,5.0,1.0,0,4.0,0,20.0,20000.0,2.0
42576,0,5,1.0,1.0,0.0,1.0,0,6,1.0,1.0,33,0,4.0,1.0,0,2.0,0,30.0,8000.0,1.0
42635,0,5,1.0,2.0,0.0,3.0,1,1,4.0,4.0,60,1,4.0,1.0,0,4.0,0,15.0,30000.0,1.0
42704,0,5,1.0,1.0,0.0,1.0,1,2,4.0,4.0,26,0,3.0,1.0,0,4.0,0,45.0,12000.0,1.0
42712,0,1,1.0,4.0,0.0,2.0,1,2,2.0,2.0,25,0,3.0,1.0,0,1.0,0,10.0,350.0,1.0
42734,0,5,1.0,1.0,0.0,3.0,1,4,2.0,3.0,53,1,3.0,1.0,0,3.0,0,50.0,30000.0,1.0
42740,0,4,1.0,1.0,0.0,0.0,1,4,3.0,2.0,36,0,3.0,1.0,0,1.0,0,16.0,12500.0,3.0
42741,0,4,1.0,4.0,0.0,2.0,1,4,4.0,2.0,34,0,4.0,1.0,0,4.0,0,45.0,23000.0,2.0
42814,0,5,1.0,3.0,1.0,3.0,1,7,4.0,4.0,39,1,5.0,1.0,0,4.0,0,80.0,400.0,2.0
42817,0,3,1.0,1.0,0.0,1.0,1,1,2.0,1.0,32,1,4.0,1.0,0,4.0,0,35.0,16000.0,2.0
42828,0,5,1.0,4.0,0.0,3.0,1,1,2.0,4.0,32,1,4.0,1.0,0,4.0,0,6.0,8000.0,3.0
42832,0,5,1.0,2.0,0.0,2.0,1,4,4.0,2.0,51,1,5.0,1.0,0,4.0,0,0.0,30000.0,3.0
42861,0,2,1.0,1.0,0.0,1.0,0,5,2.0,3.0,71,0,5.0,1.0,0,1.0,0,11.0,8000.0,1.0
42874,0,4,1.0,1.0,0.0,1.0,1,6,3.0,3.0,38,0,3.0,2.0,0,2.0,0,50.0,10000.0,2.0
42909,0,4,0.0,3.0,1.0,1.0,1,4,2.0,4.0,66,1,3.0,1.0,0,1.0,0,25.0,12000.0,3.0
42929,0,3,1.0,2.0,0.0,1.0,1,4,4.0,4.0,59,0,3.0,1.0,0,1.0,0,3.0,2000.0,2.0
42936,0,4,1.0,2.0,0.0,4.0,1,1,5.0,3.0,48,1,3.0,3.0,0,4.0,0,50.0,11000.0,3.0
42943,0,5,1.0,2.0,0.0,2.0,1,2,4.0,3.0,33,1,5.0,1.0,0,4.0,0,20.0,10000.0,1.0
42966,0,2,1.0,2.0,0.0,4.0,1,7,4.0,2.0,59,1,4.0,7.0,0,1.0,0,20.0,20000.0,2.0
42978,0,5,1.0,2.0,0.0,3.0,1,4,1.0,1.0,69,0,5.0,1.0,1,4.0,0,25.0,12000.0,3.0
43030,0,1,1.0,2.0,0.0,2.0,1,3,3.0,3.0,65,0,4.0,1.0,0,4.0,0,8.0,6300.0,2.0
43036,0,5,1.0,2.0,0.0,2.0,0,5,2.0,3.0,52,1,5.0,1.0,0,4.0,0,25.0,10000.0,2.0
43037,0,5,1.0,1.0,0.0,1.0,1,5,2.0,3.0,44,0,5.0,1.0,0,4.0,0,15.0,10000.0,1.0
43063,0,3,1.0,2.0,0.0,2.0,1,6,2.0,4.0,62,0,3.0,1.0,0,1.0,0,30.0,5000.0,2.0
43073,0,3,0.0,3.0,0.0,1.0,0,6,3.0,4.0,40,0,4.0,1.0,0,4.0,0,40.0,17000.0,3.0
43101,0,3,0.0,1.0,0.0,1.0,1,6,1.0,1.0,38,0,2.0,1.0,0,1.0,0,10.0,1000.0,1.0
43102,0,5,1.0,1.0,0.0,4.0,1,1,1.0,1.0,63,0,5.0,1.0,1,4.0,0,40.0,15000.0,2.0
43137,0,4,1.0,2.0,0.0,2.0,1,5,1.0,3.0,49,0,2.0,1.0,0,1.0,0,20.0,10000.0,2.0
43208,0,5,1.0,2.0,0.0,3.0,1,2,5.0,5.0,60,0,5.0,1.0,0,4.0,0,20.0,9000.0,3.0
43238,0,5,1.0,2.0,0.0,2.0,1,4,2.0,3.0,27,0,5.0,1.0,1,4.0,0,10.0,12000.0,1.0
43258,0,2,0.0,1.0,0.0,1.0,1,5,1.0,2.0,69,1,1.0,1.0,0,3.0,0,30.0,10000.0,3.0
43263,0,2,0.0,2.0,0.0,2.0,0,1,1.0,1.0,66,0,3.0,1.0,1,1.0,0,15.0,10000.0,3.0
43331,0,1,1.0,2.0,0.0,3.0,1,2,3.0,3.0,62,0,4.0,1.0,0,2.0,0,17.0,5500.0,3.0
43349,0,4,1.0,2.0,0.0,2.0,0,5,3.0,4.0,58,0,5.0,1.0,0,4.0,0,5.0,12000.0,3.0
43356,0,5,0.0,1.0,0.0,1.0,1,2,3.0,3.0,54,0,3.0,1.0,0,4.0,0,25.0,10000.0,2.0
43365,0,5,1.0,4.0,0.0,5.0,1,5,2.0,3.0,60,1,3.0,1.0,0,3.0,0,50.0,11000.0,2.0
