,HFUEL,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,HHVEHCNT,URBRUR,HTPPOPDN,PRICE,PLACE,R_AGE_IMP,R_SEX_IMP,EDUC,R_RACE,GT1JBLWK,OCCAT,CARSHARE,TIMETOWK,YEARMILE,VEHAGE
77232,0,2,1.0,2.0,0.0,2.0,1,5,3.0,3.0,46,1,5.0,1.0,0,4.0,0,25.0,5000.0,3.0
77234,0,3,1.0,2.0,0.0,2.0,1,5,3.0,2.0,35,1,4.0,1.0,0,4.0,0,30.0,20000.0,2.0
77255,0,2,0.0,3.0,0.0,0.0,1,4,2.0,2.0,22,1,2.0,6.0,0,1.0,0,26.0,12000.0,2.0
77260,0,3,0.0,1.0,0.0,1.0,1,7,4.0,5.0,62,0,4.0,7.0,0,4.0,0,25.0,15000.0,3.0
77270,0,2,1.0,2.0,0.0,3.0,1,4,1.0,2.0,72,1,2.0,1.0,0,3.0,0,20.0,10000.0,1.0
77291,0,5,1.0,2.0,0.0,2.0,1,2,1.0,3.0,34,0,5.0,1.0,0,4.0,0,15.0,13000.0,1.0
77315,0,2,1.0,1.0,0.0,1.0,1,6,3.0,3.0,63,0,1.0,5.0,0,1.0,0,40.0,7000.0,3.0
77338,0,5,0.0,2.0,0.0,1.0,1,5,2.0,3.0,35,0,5.0,1.0,0,4.0,0,30.0,10000.0,3.0
77344,0,5,1.0,5.0,2.0,2.0,1,3,2.0,3.0,63,1,5.0,1.0,0,4.0,0,70.0,8500.0,2.0
77349,0,4,0.0,4.0,2.0,1.0,1,3,2.0,2.0,33,0,3.0,1.0,1,4.0,0,5.0,15000.0,1.0
77353,0,2,1.0,1.0,0.0,1.0,1,5,1.0,2.0,71,0,2.0,1.0,0,3.0,0,5.0,8000.0,2.0
77356,0,2,1.0,5.0,0.0,2.0,0,2,4.0,4.0,61,1,2.0,1.0,0,3.0,0,5.0,5000.0,1.0
77359,0,3,0.0,2.0,0.0,1.0,1,2,5.0,5.0,54,1,3.0,1.0,0,3.0,0,2.0,11000.0,3.0
77367,0,3,0.0,1.0,0.0,1.0,1,5,2.0,3.0,24,1,4.0,1.0,0,4.0,0,60.0,20000.0,3.0
77389,0,5,1.0,3.0,0.0,3.0,0,4,3.0,3.0,33,1,4.0,1.0,0,4.0,0,25.0,25000.0,1.0
77401,0,5,1.0,3.0,0.0,1.0,1,3,1.0,1.0,49,1,3.0,1.0,0,4.0,0,25.0,15000.0,3.0
77430,0,4,1.0,2.0,0.0,1.0,1,4,5.0,5.0,28,1,4.0,1.0,0,4.0,0,35.0,11000.0,3.0
77445,0,5,0.0,1.0,0.0,0.0,1,2,4.0,2.0,56,1,4.0,1.0,0,4.0,0,16.0,7000.0,1.0
77449,0,5,1.0,1.0,0.0,2.0,1,2,1.0,3.0,46,1,5.0,1.0,0,4.0,0,60.0,45000.0,3.0
77498,0,1,1.0,1.0,0.0,2.0,1,2,3.0,4.0,72,0,3.0,1.0,0,4.0,0,5.0,1300.0,2.0
77500,1,5,1.0,2.0,0.0,2.0,1,5,4.0,4.0,34,1,4.0,1.0,0,4.0,0,20.0,23500.0,2.0
77506,0,5,1.0,2.0,0.0,4.0,0,6,2.0,3.0,37,1,4.0,1.0,0,4.0,0,50.0,15000.0,2.0
77553,0,5,1.0,2.0,0.0,2.0,1,6,5.0,4.0,48,0,5.0,1.0,0,4.0,0,30.0,12000.0,2.0
77568,0,5,1.0,2.0,0.0,4.0,1,2,2.0,4.0,52,1,4.0,1.0,0,4.0,0,12.0,8800.0,3.0
77584,0,5,1.0,4.0,0.0,3.0,1,5,4.0,4.0,69,0,3.0,1.0,0,2.0,0,25.0,8000.0,3.0
77592,0,5,1.0,1.0,0.0,1.0,1,4,1.0,3.0,60,0,4.0,3.0,0,4.0,0,40.0,10000.0,1.0
77595,0,5,1.0,1.0,0.0,1.0,1,1,2.0,3.0,74,1,5.0,1.0,0,4.0,0,20.0,6500.0,1.0
77612,0,4,1.0,3.0,0.0,2.0,1,1,4.0,3.0,65,0,4.0,1.0,0,4.0,0,20.0,8000.0,1.0
77622,0,5,0.0,2.0,0.0,1.0,1,4,1.0,2.0,48,0,4.0,1.0,0,4.0,0,6.0,4000.0,1.0
77649,0,2,0.0,1.0,0.0,1.0,1,3,4.0,2.0,49,1,3.0,1.0,0,1.0,0,60.0,12000.0,3.0
77687,0,3,1.0,4.0,0.0,2.0,1,6,3.0,2.0,69,0,2.0,1.0,0,4.0,0,35.0,12000.0,2.0
77719,0,5,1.0,2.0,0.0,6.0,1,1,4.0,4.0,52,1,3.0,1.0,0,3.0,0,5.0,10000.0,2.0
77720,0,5,1.0,1.0,0.0,1.0,1,6,1.0,1.0,23,1,4.0,1.0,1,4.0,0,27.0,20000.0,1.0
77755,0,5,0.0,2.0,0.0,2.0,1,6,1.0,2.0,44,1,3.0,3.0,0,4.0,0,75.0,20000.0,2.0
77774,0,4,1.0,2.0,0.0,2.0,1,6,3.0,3.0,49,0,4.0,1.0,0,4.0,0,40.0,20000.0,1.0
77775,0,4,1.0,1.0,0.0,1.0,1,6,4.0,5.0,57,1,4.0,1.0,0,4.0,0,45.0,5000.0,3.0
77781,1,5,1.0,2.0,0.0,2.0,0,4,3.0,2.0,53,0,3.0,1.0,0,4.0,0,25.0,6000.0,2.0
77792,1,2,0.0,1.0,0.0,1.0,1,5,1.0,1.0,26,1,4.0,2.0,0,1.0,0,90.0,40000.0,3.0
77793,0,2,1.0,1.0,0.0,1.0,1,5,3.0,3.0,60,1,3.0,1.0,1,3.0,0,28.0,30000.0,1.0
77848,0,4,1.0,3.0,0.0,2.0,1,6,1.0,2.0,35,1,5.0,1.0,0,1.0,0,15.0,15000.0,2.0
77880,0,2,1.0,1.0,0.0,3.0,1,4,1.0,1.0,28,0,3.0,1.0,0,1.0,0,15.0,20000.0,2.0
77883,0,3,1.0,2.0,0.0,2.0,1,4,2.0,5.0,36,0,5.0,1.0,0,4.0,0,5.0,12000.0,1.0
77905,0,5,1.0,1.0,0.0,1.0,1,4,4.0,2.0,41,1,5.0,1.0,0,4.0,0,31.0,13000.0,1.0
77936,0,5,1.0,4.0,1.0,2.0,1,7,4.0,4.0,56,1,5.0,1.0,0,4.0,0,20.0,13000.0,1.0
77939,0,4,1.0,2.0,0.0,4.0,1,7,2.0,3.0,73,0,3.0,1.0,0,2.0,0,5.0,8000.0,3.0
77947,0,5,1.0,2.0,0.0,2.0,1,6,1.0,1.0,41,1,3.0,1.0,0,4.0,0,40.0,15000.0,2.0
77988,0,2,0.0,2.0,0.0,1.0,0,4,2.0,2.0,67,0,4.0,1.0,0,4.0,0,8.0,10000.0,1.0
78027,0,5,0.0,2.0,0.0,1.0,0,5,1.0,1.0,30,0,5.0,1.0,0,4.0,0,100.0,20000.0,1.0
78028,0,5,1.0,1.0,0.0,2.0,1,5,1.0,2.0,32,1,4.0,1.0,0,1.0,0,50.0,25000.0,3.0
78048,0,2,1.0,2.0,0.0,2.0,1,2,5.0,4.0,55,0,3.0,1.0,0,4.0,1,40.0,20000.0,1.0
78050,0,4,1.0,2.0,0.0,1.0,1,4,5.0,2.0,40,1,5.0,1.0,0,4.0,0,5.0,10000.0,3.0
78055,0,4,0.0,2.0,0.0,2.0,1,6,2.0,4.0,38,0,4.0,1.0,0,1.0,0,25.0,15000.0,1.0
78095,0,5,1.0,2.0,0.0,2.0,1,2,2.0,2.0,47,0,4.0,1.0,0,4.0,0,30.0,7500.0,3.0
78112,0,5,1.0,1.0,0.0,2.0,1,1,3.0,4.0,39,0,3.0,1.0,0,4.0,0,20.0,25000.0,3.0
78119,0,3,1.0,2.0,0.0,1.0,0,6,3.0,2.0,58,1,3.0,1.0,0,1.0,0,35.0,16000.0,1.0
78156,0,4,0.0,1.0,0.0,2.0,0,1,3.0,3.0,62,1,2.0,1.0,0,3.0,0,20.0,20000.0,3.0
78161,0,4,1.0,2.0,0.0,3.0,1,6,4.0,4.0,33,1,3.0,1.0,0,4.0,0,25.0,40000.0,3.0
78165,0,5,1.0,5.0,1.0,2.0,1,5,2.0,4.0,44,1,3.0,1.0,0,4.0,0,51.0,202.0,3.0
78257,0,2,1.0,5.0,0.0,4.0,1,1,2.0,2.0,36,0,3.0,1.0,0,1.0,0,14.0,15000.0,1.0
78265,0,5,1.0,2.0,0.0,2.0,0,6,5.0,5.0,19,0,3.0,1.0,0,1.0,0,20.0,8000.0,1.0
78267,0,2,1.0,4.0,0.0,2.0,0,2,4.0,4.0,38,0,4.0,1.0,0,4.0,0,4.0,11000.0,3.0
78312,0,5,1.0,1.0,0.0,1.0,1,1,3.0,3.0,68,1,3.0,1.0,0,4.0,0,25.0,12000.0,2.0
78325,0,2,1.0,3.0,0.0,4.0,1,3,3.0,3.0,65,0,3.0,1.0,0,4.0,0,15.0,15000.0,3.0
78341,0,5,0.0,4.0,0.0,2.0,1,1,2.0,1.0,54,1,5.0,1.0,0,4.0,0,60.0,40000.0,3.0
78350,0,4,1.0,2.0,0.0,2.0,1,2,4.0,4.0,55,1,4.0,1.0,0,4.0,0,15.0,8000.0,1.0
78401,0,4,1.0,1.0,0.0,1.0,1,7,4.0,5.0,54,1,3.0,1.0,1,1.0,0,10.0,14000.0,3.0
78403,0,2,1.0,1.0,0.0,1.0,1,7,4.0,4.0,73,0,2.0,1.0,0,1.0,0,10.0,12000.0,2.0
78456,0,5,1.0,2.0,0.0,4.0,1,6,2.0,4.0,50,1,3.0,1.0,0,3.0,0,30.0,15000.0,2.0
78480,0,1,1.0,2.0,0.0,3.0,1,6,2.0,2.0,22,1,2.0,2.0,0,3.0,0,5.0,5000.0,2.0
78518,0,5,1.0,2.0,0.0,2.0,1,6,1.0,2.0,28,1,3.0,1.0,0,1.0,0,20.0,10000.0,3.0
78524,0,1,1.0,2.0,0.0,2.0,1,3,1.0,1.0,69,1,2.0,1.0,0,1.0,0,12.0,35000.0,3.0
78559,0,4,1.0,4.0,2.0,2.0,1,1,5.0,5.0,30,1,4.0,1.0,0,4.0,0,50.0,17500.0,3.0
78592,0,5,1.0,3.0,0.0,1.0,1,2,4.0,3.0,48,1,4.0,1.0,0,1.0,0,40.0,21000.0,2.0
78604,0,5,1.0,2.0,0.0,3.0,1,4,3.0,3.0,35,1,5.0,1.0,0,4.0,0,15.0,5000.0,2.0
78608,0,5,0.0,3.0,0.0,2.0,1,5,1.0,2.0,44,0,4.0,1.0,0,4.0,0,30.0,13000.0,2.0
78612,0,3,1.0,3.0,1.0,2.0,1,5,2.0,2.0,37,0,4.0,1.0,0,4.0,0,8.0,24000.0,1.0
78627,0,4,1.0,2.0,0.0,2.0,1,2,4.0,3.0,43,0,2.0,1.0,0,2.0,0,25.0,18000.0,3.0
78667,0,5,1.0,1.0,0.0,1.0,1,8,2.0,4.0,25,1,4.0,1.0,0,4.0,0,10.0,15000.0,3.0
78671,0,5,1.0,2.0,0.0,2.0,1,5,4.0,5.0,36,0,4.0,1.0,0,4.0,0,25.0,6000.0,1.0
78723,0,3,1.0,4.0,0.0,1.0,1,6,5.0,5.0,50,1,3.0,1.0,0,3.0,0,27.0,15000.0,2.0
78755,0,5,1.0,1.0,0.0,1.0,1,2,4.0,4.0,39,0,3.0,1.0,0,4.0,0,25.0,50.0,2.0
78793,0,2,1.0,2.0,0.0,3.0,1,4,4.0,4.0,49,0,3.0,1.0,0,2.0,0,5.0,7080.0,1.0
78794,0,2,1.0,2.0,0.0,2.0,1,4,1.0,3.0,54,1,2.0,1.0,0,3.0,0,30.0,6720.0,2.0
78802,0,3,1.0,3.0,0.0,4.0,1,4,4.0,3.0,52,1,2.0,1.0,0,4.0,0,30.0,13750.0,2.0
78831,0,5,1.0,2.0,0.0,2.0,1,1,2.0,3.0,46,1,4.0,1.0,0,4.0,0,45.0,25000.0,1.0
78836,0,5,0.0,4.0,1.0,2.0,1,5,1.0,3.0,59,0,3.0,1.0,0,2.0,0,20.0,9500.0,3.0
78843,0,3,1.0,1.0,0.0,0.0,0,1,1.0,1.0,58,0,3.0,1.0,0,2.0,0,25.0,6000.0,2.0
78918,0,5,1.0,1.0,0.0,2.0,1,4,3.0,3.0,27,0,4.0,1.0,0,3.0,0,35.0,50000.0,3.0
78927,0,5,1.0,2.0,0.0,6.0,0,2,4.0,2.0,23,0,4.0,1.0,0,4.0,1,30.0,3500.0,1.0
78931,0,5,1.0,2.0,0.0,2.0,0,1,4.0,3.0,31,0,5.0,3.0,1,4.0,0,35.0,14000.0,3.0
78953,0,3,1.0,1.0,0.0,2.0,1,5,3.0,3.0,28,1,4.0,1.0,0,2.0,0,25.0,15000.0,2.0
78961,0,3,1.0,2.0,0.0,2.0,1,3,5.0,4.0,28,1,4.0,1.0,0,4.0,0,13.0,10000.0,3.0
78983,0,3,1.0,1.0,0.0,1.0,1,5,3.0,3.0,44,0,5.0,1.0,0,1.0,0,15.0,15000.0,2.0
78996,0,5,1.0,2.0,0.0,3.0,0,4,2.0,2.0,41,0,5.0,1.0,0,4.0,0,15.0,25000.0,1.0
79007,0,3,1.0,4.0,0.0,4.0,1,1,4.0,4.0,18,1,2.0,1.0,0,1.0,0,10.0,900.0,1.0
79011,0,5,0.0,4.0,0.0,2.0,1,6,3.0,2.0,44,0,4.0,1.0,0,4.0,0,40.0,10000.0,2.0
79044,1,5,0.0,1.0,0.0,1.0,1,2,2.0,2.0,53,0,4.0,1.0,0,4.0,0,40.0,10000.0,3.0
79062,0,3,1.0,2.0,0.0,3.0,1,6,2.0,3.0,69,0,3.0,1.0,0,1.0,0,15.0,1000.0,3.0
79076,0,4,1.0,3.0,0.0,3.0,1,1,1.0,1.0,56,0,4.0,1.0,0,4.0,0,20.0,10000.0,2.0
79077,0,1,1.0,2.0,0.0,2.0,1,2,4.0,3.0,42,0,3.0,1.0,0,1.0,0,7.0,7300.0,3.0
79101,0,5,0.0,1.0,0.0,2.0,1,2,2.0,3.0,60,0,5.0,1.0,0,4.0,0,10.0,15000.0,2.0
79122,0,5,1.0,6.0,0.0,6.0,0,4,4.0,4.0,67,1,5.0,7.0,0,4.0,0,40.0,24000.0,2.0
79124,0,5,1.0,2.0,0.0,2.0,1,4,4.0,3.0,52,1,5.0,1.0,0,4.0,0,8.0,15000.0,1.0
79205,0,5,0.0,4.0,2.0,2.0,1,1,1.0,3.0,44,1,2.0,2.0,0,3.0,0,25.0,12000.0,1.0
79256,0,5,1.0,2.0,0.0,1.0,1,2,3.0,3.0,60,1,5.0,3.0,0,4.0,0,45.0,20000.0,1.0
79286,0,2,1.0,5.0,2.0,3.0,1,1,3.0,3.0,46,1,1.0,1.0,0,1.0,0,10.0,25000.0,2.0
79324,0,2,1.0,2.0,0.0,2.0,0,8,3.0,3.0,42,1,3.0,1.0,0,1.0,0,45.0,27000.0,3.0
79430,0,2,1.0,1.0,0.0,1.0,1,5,1.0,2.0,66,0,3.0,1.0,0,2.0,0,5.0,4000.0,1.0
79433,0,2,1.0,1.0,0.0,1.0,0,2,5.0,4.0,43,1,3.0,1.0,0,3.0,0,16.0,4500.0,3.0
79445,0,5,0.0,2.0,0.0,2.0,1,7,4.0,3.0,75,1,4.0,1.0,0,3.0,0,20.0,7500.0,1.0
79474,0,5,1.0,4.0,2.0,2.0,1,1,4.0,2.0,22,0,3.0,1.0,0,4.0,0,40.0,3000.0,2.0
79501,0,3,1.0,2.0,0.0,2.0,1,2,2.0,4.0,47,1,2.0,1.0,0,3.0,0,15.0,13000.0,1.0
79544,0,2,1.0,2.0,0.0,2.0,1,1,3.0,3.0,67,1,5.0,1.0,1,3.0,0,60.0,40000.0,3.0
79557,0,5,0.0,4.0,0.0,5.0,1,1,4.0,4.0,56,1,2.0,1.0,0,3.0,0,40.0,31000.0,3.0
79560,0,5,1.0,4.0,0.0,2.0,1,4,4.0,3.0,26,1,5.0,1.0,0,4.0,0,65.0,25000.0,3.0
79565,0,2,1.0,1.0,0.0,1.0,1,2,4.0,2.0,52,0,3.0,1.0,0,4.0,0,10.0,4685.0,2.0
79576,0,3,1.0,5.0,2.0,2.0,1,2,2.0,2.0,63,1,3.0,2.0,0,3.0,0,30.0,20000.0,1.0
79583,0,5,1.0,4.0,2.0,2.0,1,2,2.0,1.0,49,0,5.0,1.0,0,4.0,0,10.0,8000.0,2.0
79601,0,5,0.0,1.0,0.0,0.0,1,4,3.0,3.0,44,1,4.0,1.0,0,4.0,0,60.0,12000.0,3.0
79602,0,5,1.0,3.0,0.0,2.0,1,1,1.0,1.0,49,0,4.0,1.0,0,2.0,0,35.0,1000.0,3.0
79603,0,3,0.0,3.0,1.0,2.0,1,5,2.0,3.0,79,1,4.0,1.0,0,4.0,0,12.0,9000.0,1.0
79691,0,2,1.0,1.0,0.0,2.0,0,5,1.0,2.0,35,1,3.0,1.0,0,4.0,0,60.0,10000.0,2.0
79695,0,4,1.0,1.0,0.0,1.0,1,5,2.0,3.0,30,1,4.0,1.0,0,4.0,0,5.0,10000.0,3.0
79713,0,5,1.0,2.0,0.0,2.0,1,1,3.0,3.0,56,1,3.0,1.0,0,3.0,0,45.0,12000.0,2.0
79716,0,5,1.0,3.0,0.0,2.0,1,5,2.0,3.0,58,1,2.0,1.0,0,3.0,0,20.0,15000.0,3.0
79782,0,1,1.0,4.0,0.0,3.0,1,3,2.0,2.0,22,1,4.0,1.0,0,4.0,0,5.0,8500.0,3.0
79805,0,4,1.0,2.0,0.0,3.0,1,4,3.0,2.0,43,1,2.0,1.0,0,3.0,0,95.0,5000.0,2.0
79828,0,3,1.0,3.0,0.0,3.0,1,5,3.0,3.0,48,0,5.0,1.0,1,4.0,0,7.0,12000.0,2.0
79847,0,5,1.0,5.0,0.0,2.0,1,5,2.0,2.0,56,1,5.0,1.0,0,4.0,0,8.0,3500.0,1.0
79853,1,5,1.0,2.0,0.0,2.0,1,6,3.0,4.0,77,1,5.0,1.0,0,4.0,0,7.0,10000.0,2.0
79858,0,5,1.0,4.0,1.0,2.0,1,5,1.0,1.0,70,1,4.0,1.0,0,4.0,0,15.0,7500.0,3.0
79861,0,2,0.0,4.0,1.0,1.0,0,4,3.0,2.0,58,1,3.0,5.0,0,4.0,0,30.0,10000.0,3.0
79866,0,4,0.0,2.0,0.0,3.0,1,4,4.0,3.0,38,1,4.0,1.0,0,4.0,0,50.0,45000.0,1.0
79891,0,5,1.0,1.0,0.0,1.0,1,6,2.0,2.0,55,1,5.0,4.0,0,4.0,0,8.0,28000.0,2.0
79904,1,1,1.0,2.0,0.0,2.0,1,6,5.0,5.0,67,0,4.0,1.0,0,1.0,0,14.0,3500.0,2.0
79909,0,2,1.0,2.0,0.0,2.0,1,1,1.0,3.0,34,0,3.0,1.0,0,1.0,0,17.0,15000.0,3.0
79912,0,4,1.0,2.0,0.0,2.0,1,1,2.0,2.0,58,0,4.0,1.0,1,4.0,0,30.0,12000.0,1.0
79926,0,5,0.0,1.0,0.0,1.0,1,5,2.0,2.0,51,0,3.0,1.0,0,1.0,0,10.0,3000.0,1.0
79935,0,4,1.0,2.0,0.0,2.0,0,3,1.0,1.0,54,0,5.0,1.0,0,4.0,0,24.0,12000.0,1.0
79936,0,4,1.0,1.0,0.0,1.0,1,2,3.0,3.0,28,1,3.0,1.0,0,1.0,0,6.0,7000.0,1.0
79941,0,5,1.0,2.0,0.0,2.0,1,1,2.0,1.0,41,0,4.0,1.0,0,4.0,0,25.0,10000.0,3.0
79975,0,5,1.0,1.0,0.0,1.0,1,6,5.0,2.0,54,1,2.0,1.0,0,3.0,0,20.0,5000.0,2.0
80009,0,5,1.0,3.0,1.0,2.0,1,3,4.0,2.0,47,0,4.0,1.0,0,4.0,0,35.0,15000.0,1.0
80012,0,2,1.0,1.0,0.0,1.0,0,2,4.0,4.0,63,0,5.0,1.0,0,3.0,0,15.0,10600.0,3.0
80016,0,5,0.0,1.0,0.0,1.0,1,2,2.0,4.0,56,1,5.0,1.0,0,4.0,0,60.0,14000.0,1.0
80030,0,3,1.0,2.0,0.0,3.0,0,2,2.0,2.0,30,0,4.0,1.0,0,4.0,0,30.0,10000.0,3.0
80032,1,5,0.0,2.0,0.0,2.0,1,1,3.0,2.0,54,1,2.0,1.0,0,3.0,0,15.0,19000.0,2.0
80036,0,5,1.0,1.0,0.0,1.0,0,2,2.0,3.0,52,1,5.0,1.0,0,4.0,0,10.0,7000.0,3.0
80070,0,1,1.0,2.0,0.0,2.0,0,2,5.0,4.0,42,0,3.0,2.0,0,2.0,0,30.0,20000.0,1.0
80108,0,1,1.0,2.0,0.0,1.0,1,4,2.0,2.0,77,0,2.0,1.0,0,1.0,0,5.0,9000.0,3.0
80127,0,1,1.0,1.0,0.0,7.0,1,2,5.0,4.0,20,1,3.0,1.0,0,3.0,0,15.0,13000.0,3.0
80135,0,4,1.0,4.0,0.0,2.0,0,6,3.0,3.0,58,1,4.0,1.0,0,1.0,0,5.0,6000.0,2.0
80149,0,2,1.0,2.0,0.0,2.0,1,2,4.0,4.0,34,1,3.0,4.0,0,1.0,0,15.0,30000.0,2.0
80177,0,1,1.0,2.0,0.0,2.0,1,1,2.0,2.0,33,1,3.0,2.0,0,1.0,0,45.0,700.0,3.0
80203,0,3,1.0,3.0,0.0,2.0,1,6,2.0,2.0,53,1,1.0,1.0,0,3.0,0,13.0,4000.0,3.0
80219,0,1,0.0,2.0,0.0,2.0,1,6,3.0,4.0,56,0,4.0,1.0,0,1.0,0,15.0,10000.0,2.0
80260,0,2,0.0,1.0,0.0,1.0,1,5,1.0,3.0,43,0,3.0,1.0,0,2.0,0,45.0,10000.0,3.0
80270,0,2,1.0,2.0,0.0,2.0,1,3,3.0,1.0,63,1,3.0,2.0,0,3.0,0,25.0,15000.0,3.0
80306,0,4,0.0,1.0,0.0,0.0,1,6,4.0,3.0,43,0,5.0,1.0,0,4.0,0,1.0,8000.0,2.0
80313,0,3,1.0,4.0,0.0,2.0,1,2,1.0,2.0,34,1,4.0,6.0,1,4.0,0,45.0,14000.0,1.0
80321,0,5,1.0,4.0,0.0,2.0,1,2,3.0,2.0,25,1,3.0,1.0,1,1.0,0,8.0,0.0,3.0
80384,0,5,1.0,3.0,1.0,2.0,1,3,5.0,4.0,33,0,3.0,1.0,0,2.0,0,5.0,6000.0,1.0
80388,0,4,1.0,2.0,0.0,2.0,1,1,2.0,2.0,42,1,4.0,3.0,0,4.0,0,10.0,2200.0,3.0
80401,0,5,1.0,2.0,0.0,5.0,0,1,5.0,3.0,16,0,1.0,1.0,0,4.0,0,8.0,3000.0,2.0
80452,0,3,0.0,5.0,0.0,2.0,1,1,3.0,3.0,30,1,4.0,1.0,0,1.0,0,3.0,12500.0,1.0
80453,0,4,0.0,1.0,0.0,0.0,1,2,4.0,3.0,38,1,5.0,7.0,0,4.0,0,30.0,6000.0,2.0
80457,0,3,1.0,2.0,0.0,2.0,1,6,1.0,1.0,60,1,3.0,4.0,0,1.0,0,25.0,30000.0,2.0
80471,0,3,0.0,2.0,0.0,2.0,1,7,1.0,4.0,62,1,2.0,1.0,0,3.0,0,20.0,18000.0,1.0
80505,0,3,0.0,1.0,0.0,1.0,0,2,5.0,4.0,61,0,3.0,1.0,0,4.0,0,20.0,20000.0,3.0
80508,0,3,1.0,2.0,0.0,2.0,1,5,4.0,4.0,32,1,3.0,6.0,0,4.0,0,60.0,0.0,3.0
80520,0,3,0.0,2.0,0.0,2.0,1,4,3.0,3.0,26,1,4.0,1.0,0,4.0,0,30.0,20000.0,3.0
80535,0,5,1.0,2.0,0.0,2.0,0,2,5.0,5.0,53,0,5.0,1.0,0,4.0,0,12.0,10000.0,2.0
80536,0,5,1.0,2.0,0.0,2.0,1,5,2.0,3.0,52,1,4.0,1.0,0,4.0,0,10.0,9000.0,2.0
80538,0,2,1.0,4.0,0.0,1.0,1,5,1.0,2.0,56,1,4.0,1.0,0,4.0,0,5.0,3000.0,1.0
80539,0,3,0.0,2.0,0.0,1.0,1,5,1.0,1.0,46,0,3.0,1.0,0,1.0,0,5.0,7000.0,1.0
80577,0,5,1.0,2.0,0.0,3.0,1,1,2.0,3.0,44,1,5.0,1.0,0,4.0,0,9.0,10000.0,2.0
80613,0,2,1.0,2.0,0.0,2.0,1,1,5.0,5.0,46,0,3.0,1.0,0,4.0,0,10.0,3500.0,2.0
80614,0,2,1.0,2.0,0.0,2.0,0,1,4.0,2.0,51,1,2.0,1.0,0,1.0,0,180.0,2000.0,1.0
80630,0,5,1.0,2.0,0.0,1.0,1,3,4.0,4.0,47,1,5.0,1.0,0,4.0,0,60.0,15000.0,3.0
80631,0,5,1.0,1.0,0.0,3.0,1,5,4.0,2.0,78,1,5.0,1.0,0,4.0,0,10.0,12000.0,2.0
80633,0,1,1.0,3.0,0.0,3.0,1,7,2.0,3.0,48,1,4.0,2.0,0,1.0,0,15.0,85.0,1.0
80692,0,4,1.0,2.0,0.0,4.0,1,6,1.0,2.0,50,0,4.0,1.0,0,4.0,0,5.0,10000.0,2.0
80717,0,3,0.0,3.0,1.0,2.0,1,5,4.0,4.0,37,1,3.0,1.0,0,3.0,0,6.0,10000.0,2.0
80721,0,5,1.0,1.0,0.0,1.0,1,4,3.0,3.0,63,1,4.0,1.0,0,4.0,0,75.0,15000.0,3.0
80726,0,2,1.0,2.0,0.0,4.0,1,3,3.0,3.0,60,0,2.0,1.0,0,2.0,0,8.0,9000.0,2.0
80733,0,3,1.0,2.0,0.0,3.0,1,1,4.0,2.0,36,1,4.0,3.0,0,4.0,0,10.0,9500.0,3.0
80775,0,5,1.0,2.0,0.0,2.0,0,6,1.0,2.0,59,1,5.0,1.0,1,4.0,0,40.0,18000.0,3.0
80794,0,5,0.0,1.0,0.0,1.0,1,6,4.0,4.0,56,1,3.0,1.0,0,3.0,0,12.0,8000.0,3.0
80805,0,3,0.0,5.0,0.0,4.0,1,2,5.0,5.0,68,0,3.0,1.0,0,2.0,0,20.0,6000.0,2.0
80831,0,5,1.0,2.0,0.0,2.0,0,1,4.0,2.0,60,1,5.0,1.0,0,4.0,0,20.0,13000.0,2.0
80844,0,3,1.0,2.0,0.0,2.0,1,2,2.0,4.0,48,0,4.0,1.0,0,4.0,0,12.0,10000.0,2.0
80849,0,5,1.0,2.0,0.0,3.0,1,1,1.0,3.0,50,1,4.0,1.0,0,1.0,1,20.0,10000.0,1.0
80860,0,5,0.0,2.0,0.0,1.0,1,5,1.0,4.0,44,0,4.0,1.0,0,4.0,0,14.0,15000.0,2.0
80880,0,5,1.0,2.0,0.0,1.0,1,5,2.0,2.0,33,0,5.0,1.0,0,4.0,0,25.0,15000.0,1.0
80897,0,5,1.0,2.0,0.0,2.0,1,4,2.0,2.0,41,1,5.0,1.0,0,4.0,0,18.0,8000.0,3.0
80902,0,4,1.0,5.0,1.0,3.0,1,2,2.0,4.0,60,0,4.0,1.0,0,1.0,0,15.0,10000.0,3.0
80904,0,2,0.0,5.0,0.0,2.0,1,2,1.0,2.0,31,0,3.0,1.0,0,4.0,0,5.0,15000.0,2.0
80968,0,5,0.0,2.0,0.0,1.0,1,2,2.0,2.0,35,1,5.0,1.0,0,4.0,0,0.0,5000.0,2.0
81011,0,5,1.0,3.0,0.0,4.0,1,4,4.0,4.0,18,0,3.0,2.0,0,1.0,0,20.0,600.0,1.0
81012,0,3,1.0,2.0,0.0,2.0,1,4,4.0,2.0,31,1,4.0,1.0,1,4.0,0,35.0,22000.0,2.0
81021,0,5,1.0,2.0,0.0,1.0,1,6,4.0,4.0,30,0,5.0,1.0,0,4.0,0,60.0,8000.0,1.0
81048,0,5,1.0,2.0,0.0,1.0,0,1,2.0,2.0,57,0,3.0,2.0,0,4.0,0,75.0,10000.0,3.0
81058,0,5,1.0,2.0,0.0,1.0,0,1,2.0,2.0,48,0,5.0,1.0,0,4.0,0,12.0,11000.0,3.0
